date,vwap,volume,open,high,low,close
2018-01-02 09:15:00,27522.041128084606,1702.0,27434.0,27644.0,27434.0,27644.0
2018-01-02 09:20:00,27590.177070328755,9612.0,27600.0,27751.0,27501.0,27550.0
2018-01-02 09:25:00,27542.451305833536,4097.0,27508.0,27600.0,27501.0,27567.0
2018-01-02 09:30:00,27465.81463414634,1025.0,27500.0,27500.0,27461.0,27484.0
2018-01-02 09:35:00,27408.712521055586,1781.0,27431.0,27431.0,27318.0,27350.0
2018-01-02 09:40:00,27370.795257374204,10374.0,27350.0,27494.0,27316.0,27466.0
2018-01-02 09:45:00,27420.467278287462,3270.0,27423.0,27442.0,27395.0,27421.0
2018-01-02 09:50:00,27380.22538424169,142033.0,27352.0,27562.0,27352.0,27494.0
2018-01-02 09:55:00,27418.849734042553,6016.0,27488.0,27488.0,27379.0,27400.0
2018-01-02 10:00:00,27398.514490026344,2657.0,27458.0,27458.0,27350.0,27350.0
2018-01-02 10:05:00,27354.117966020003,16598.0,27350.0,27400.0,27318.0,27350.0
2018-01-02 10:10:00,27328.158907723122,20471.0,27345.0,27361.0,27300.0,27361.0
2018-01-02 10:15:00,27338.48954139252,10183.0,27338.0,27350.0,27302.0,27350.0
2018-01-02 10:20:00,27322.827950096158,40558.0,27325.0,27340.0,27293.0,27307.0
2018-01-02 10:25:00,27347.158962466983,65116.0,27330.0,27386.0,27303.0,27311.0
2018-01-02 10:30:00,27345.85205650372,22441.0,27341.0,27350.0,27300.0,27329.0
2018-01-02 10:35:00,27313.815520088057,9085.0,27335.0,27335.0,27300.0,27303.0
2018-01-02 10:40:00,27320.481680958117,14111.0,27315.0,27345.0,27300.0,27328.0
2018-01-02 10:45:00,27342.460509052744,15244.0,27334.0,27350.0,27325.0,27330.0
2018-01-02 10:50:00,27320.641619228336,15810.0,27329.0,27349.0,27300.0,27319.0
2018-01-02 10:55:00,27324.562858306443,31921.0,27301.0,27350.0,27298.0,27348.0
2018-01-02 11:00:00,27349.614733447546,9923.0,27348.0,27350.0,27348.0,27349.0
2018-01-02 11:05:00,27334.667965981575,5644.0,27311.0,27349.0,27310.0,27349.0
2018-01-02 11:10:00,27343.87524992256,35511.0,27348.0,27390.0,27336.0,27350.0
2018-01-02 11:15:00,27337.15435156171,9893.0,27350.0,27350.0,27300.0,27307.0
2018-01-02 11:20:00,27337.77367480643,1679.0,27338.0,27339.0,27333.0,27337.0
2018-01-02 11:25:00,27336.397123893807,904.0,27337.0,27337.0,27332.0,27332.0
2018-01-02 11:30:00,27325.19428847431,16563.0,27337.0,27350.0,27298.0,27301.0
2018-01-02 11:35:00,27321.08036773428,3372.0,27323.0,27326.0,27316.0,27320.0
2018-01-02 11:40:00,27320.929624170967,2714.0,27328.0,27329.0,27317.0,27320.0
2018-01-02 11:45:00,27320.77240501727,16503.0,27320.0,27383.0,27294.0,27350.0
2018-01-02 11:50:00,27348.120119576048,11039.0,27350.0,27352.0,27314.0,27350.0
2018-01-02 11:55:00,27353.076923076922,1300.0,27351.0,27370.0,27350.0,27351.0
2018-01-02 12:00:00,27328.374220069,13623.0,27351.0,27351.0,27308.0,27345.0
2018-01-02 12:05:00,27335.898543522308,130795.0,27327.0,27373.0,27320.0,27370.0
2018-01-02 12:10:00,27368.76644409717,14078.0,27350.0,27403.0,27350.0,27355.0
2018-01-02 12:15:00,27380.265493496558,2614.0,27378.0,27400.0,27378.0,27400.0
2018-01-02 12:20:00,27377.915483657973,6058.0,27400.0,27410.0,27365.0,27383.0
2018-01-02 12:25:00,27379.660641200546,2932.0,27383.0,27384.0,27371.0,27371.0
2018-01-02 12:30:00,27382.46860514117,2373.0,27390.0,27391.0,27369.0,27369.0
2018-01-02 12:35:00,27381.546867291563,4054.0,27380.0,27418.0,27369.0,27400.0
2018-01-02 12:40:00,27389.805280528053,1818.0,27369.0,27399.0,27369.0,27396.0
2018-01-02 12:45:00,27389.026285714284,875.0,27396.0,27396.0,27369.0,27369.0
2018-01-02 12:50:00,27383.166422167888,6135.0,27369.0,27402.0,27368.0,27394.0
2018-01-02 12:55:00,27388.961795606494,1047.0,27394.0,27394.0,27369.0,27369.0
2018-01-02 13:00:00,27376.80536356096,3617.0,27369.0,27394.0,27368.0,27368.0
2018-01-02 13:05:00,27368.633911368015,519.0,27365.0,27388.0,27365.0,27388.0
2018-01-02 13:10:00,27371.495627980923,5032.0,27366.0,27397.0,27364.0,27364.0
2018-01-02 13:15:00,27364.839942321556,4161.0,27374.0,27382.0,27343.0,27343.0
2018-01-02 13:20:00,27307.18454297746,8074.0,27317.0,27336.0,27281.0,27315.0
2018-01-02 13:25:00,27316.825620270985,22732.0,27315.0,27344.0,27272.0,27330.0
2018-01-02 13:30:00,27316.872162883847,5992.0,27305.0,27331.0,27291.0,27300.0
2018-01-02 13:35:00,27361.805578884225,16670.0,27300.0,27400.0,27300.0,27322.0
2018-01-02 13:40:00,27310.541258741257,1430.0,27316.0,27316.0,27300.0,27315.0
2018-01-02 13:45:00,27310.76348547718,1687.0,27310.0,27311.0,27310.0,27310.0
2018-01-02 13:50:00,27320.35973793925,1679.0,27310.0,27326.0,27310.0,27326.0
2018-01-02 13:55:00,27363.777472527472,728.0,27327.0,27382.0,27327.0,27345.0
2018-01-02 14:00:00,27376.621392190154,1178.0,27350.0,27378.0,27350.0,27378.0
2018-01-02 14:05:00,27400.755075873498,165341.0,27381.0,27427.0,27378.0,27427.0
2018-01-02 14:10:00,27411.14367297866,3327.0,27426.0,27426.0,27401.0,27405.0
