date,vwap,volume,open,high,low,close
2018-01-02 09:15:00,353755.6004001455,5498.0,353500.0,354000.0,353321.0,353604.0
2018-01-02 09:20:00,353165.37348377996,3545.0,353499.0,353504.0,352043.0,353036.0
2018-01-02 09:25:00,353151.73087892146,3857.0,353036.0,353500.0,352386.0,352905.0
2018-01-02 09:30:00,352656.6888085688,22687.0,352651.0,353091.0,352005.0,352939.0
2018-01-02 09:35:00,352898.854980748,26231.0,352939.0,353500.0,352051.0,352071.0
2018-01-02 09:40:00,351269.4150600847,11567.0,352090.0,352090.0,350500.0,351021.0
2018-01-02 09:45:00,350865.0131103074,17696.0,351022.0,352796.0,350496.0,350894.0
2018-01-02 09:50:00,350161.5810763687,8603.0,350525.0,350525.0,350000.0,350013.0
2018-01-02 09:55:00,350232.39965280396,13249.0,350013.0,350998.0,349995.0,350200.0
2018-01-02 10:00:00,350332.87266491534,13704.0,350200.0,351000.0,350000.0,350404.0
2018-01-02 10:05:00,350725.5800532702,3379.0,350405.0,351318.0,350404.0,350970.0
2018-01-02 10:10:00,351212.29327170004,5841.0,350989.0,352188.0,350632.0,352188.0
2018-01-02 10:15:00,351824.70261569414,12425.0,351989.0,352486.0,351511.0,352486.0
2018-01-02 10:20:00,352050.0400187814,27687.0,352697.0,352818.0,351800.0,352800.0
2018-01-02 10:25:00,352704.12216706236,4633.0,352800.0,352800.0,352116.0,352620.0
2018-01-02 10:30:00,352646.7395957194,6728.0,352620.0,352900.0,352002.0,352674.0
2018-01-02 10:35:00,351917.00808709173,6430.0,352040.0,352422.0,351460.0,351500.0
2018-01-02 10:40:00,352013.68680297397,4304.0,351500.0,352338.0,351500.0,352000.0
2018-01-02 10:45:00,352241.71622755495,5959.0,352092.0,352608.0,352092.0,352573.0
2018-01-02 10:50:00,352162.0589988081,5034.0,352350.0,352567.0,351816.0,351901.0
2018-01-02 10:55:00,351958.83464566927,2794.0,351889.0,352446.0,351800.0,351888.0
2018-01-02 11:00:00,351907.24574540503,5876.0,351800.0,352100.0,351800.0,351997.0
2018-01-02 11:05:00,352140.2713813199,6349.0,351995.0,352538.0,351802.0,352318.0
2018-01-02 11:10:00,351889.13727583265,14052.0,352102.0,352316.0,351800.0,351853.0
2018-01-02 11:15:00,352146.41575529735,11704.0,351805.0,352421.0,351805.0,352280.0
2018-01-02 11:20:00,352225.7162828947,4864.0,352280.0,352584.0,351902.0,352322.0
2018-01-02 11:25:00,352100.2837045721,1706.0,351920.0,352428.0,351920.0,352420.0
2018-01-02 11:30:00,352228.6823976739,4471.0,352500.0,352505.0,352000.0,352127.0
2018-01-02 11:35:00,351959.1708756195,4237.0,352127.0,352127.0,351856.0,351858.0
2018-01-02 11:40:00,351888.13325761876,5283.0,351949.0,351949.0,351800.0,351800.0
2018-01-02 11:45:00,351816.777184466,2060.0,351800.0,351955.0,351800.0,351814.0
2018-01-02 11:50:00,352105.72780082986,2410.0,351954.0,352379.0,351954.0,351960.0
2018-01-02 11:55:00,351884.9405666897,2894.0,352161.0,352161.0,351800.0,352124.0
2018-01-02 12:00:00,351861.94375119987,5209.0,351917.0,352008.0,351800.0,351801.0
2018-01-02 12:05:00,351873.221829653,7925.0,351800.0,352000.0,351800.0,351838.0
2018-01-02 12:10:00,351994.3748230426,9183.0,351838.0,352231.0,351801.0,352082.0
2018-01-02 12:15:00,352124.1274821287,2518.0,352042.0,352200.0,352003.0,352100.0
2018-01-02 12:20:00,352144.0238305384,10197.0,352095.0,352622.0,352014.0,352056.0
2018-01-02 12:25:00,352273.98115746974,5201.0,352390.0,352622.0,352108.0,352400.0
2018-01-02 12:30:00,352283.4711169703,8344.0,352399.0,352500.0,352026.0,352133.0
2018-01-02 12:35:00,352210.51609322976,1802.0,352217.0,352387.0,352151.0,352377.0
2018-01-02 12:40:00,352121.96091246954,7803.0,352163.0,352334.0,351996.0,352155.0
2018-01-02 12:45:00,352145.02114932705,4681.0,352156.0,352194.0,351897.0,351974.0
2018-01-02 12:50:00,352084.8383195417,3142.0,351976.0,352280.0,351976.0,352100.0
2018-01-02 12:55:00,352191.1635638298,2256.0,352280.0,352281.0,351805.0,351942.0
2018-01-02 13:00:00,352098.65582655824,3690.0,352100.0,352279.0,351800.0,352099.0
2018-01-02 13:05:00,352048.0982857143,875.0,352050.0,352051.0,352043.0,352043.0
2018-01-02 13:10:00,352046.15973705833,6085.0,351895.0,352278.0,351895.0,352096.0
2018-01-02 13:15:00,352271.2493283181,7444.0,352253.0,352356.0,352100.0,352300.0
2018-01-02 13:20:00,352278.2067440575,12663.0,352300.0,352366.0,352200.0,352282.0
2018-01-02 13:25:00,352243.3836633663,4040.0,352299.0,352299.0,352096.0,352096.0
2018-01-02 13:30:00,352080.5661841516,6701.0,352096.0,352227.0,351758.0,351981.0
2018-01-02 13:35:00,351837.04484848486,825.0,351975.0,352000.0,351819.0,351826.0
2018-01-02 13:40:00,351979.59893486276,2441.0,351826.0,352002.0,351826.0,352000.0
2018-01-02 13:45:00,351929.63264649065,3106.0,352000.0,352004.0,351800.0,351967.0
2018-01-02 13:50:00,351842.14285714284,273.0,351945.0,351945.0,351801.0,351801.0
2018-01-02 13:55:00,351991.5514905149,5166.0,351883.0,352108.0,351800.0,352045.0
2018-01-02 14:00:00,352088.72313691507,2308.0,352041.0,352240.0,352041.0,352132.0
2018-01-02 14:05:00,352282.6435367454,6096.0,352232.0,352399.0,352166.0,352292.0
2018-01-02 14:10:00,352224.65836233745,5459.0,352292.0,352300.0,351857.0,352162.0
2018-01-02 14:15:00,352253.4700874367,4346.0,352149.0,352500.0,351951.0,352499.0
2018-01-02 14:20:00,352310.9227577402,3133.0,352400.0,352400.0,352138.0,352291.0
2018-01-02 14:25:00,352332.5108318174,6047.0,352320.0,352400.0,352141.0,352399.0
2018-01-02 14:30:00,352427.8006379585,4389.0,352400.0,352500.0,352357.0,352400.0
2018-01-02 14:35:00,352379.05458849744,7181.0,352400.0,352402.0,352313.0,352313.0
2018-01-02 14:40:00,352254.79494321835,9334.0,352299.0,352398.0,352126.0,352129.0
2018-01-02 14:45:00,352098.04054054053,2812.0,352129.0,352134.0,352000.0,352123.0
2018-01-02 14:50:00,352165.9729007634,5240.0,352119.0,352299.0,352115.0,352116.0
2018-01-02 14:55:00,352115.49418138043,4984.0,352105.0,352128.0,352104.0,352128.0
2018-01-02 15:00:00,352146.5768760694,4091.0,352129.0,352200.0,352121.0,352185.0
2018-01-02 15:05:00,352275.32205487933,9694.0,352202.0,352587.0,352187.0,352291.0
2018-01-02 15:10:00,352212.648,7750.0,352300.0,352300.0,352135.0,352135.0
2018-01-02 15:15:00,352137.25688381464,5956.0,352138.0,352142.0,352135.0,352135.0
2018-01-02 15:20:00,352140.57726465364,2252.0,352138.0,352142.0,352138.0,352142.0
2018-01-02 15:25:00,352141.60226687277,1941.0,352141.0,352142.0,352141.0,352141.0
2018-01-02 15:30:00,352214.75953001063,33788.0,352141.0,352621.0,352141.0,352521.0
2018-01-02 15:35:00,352595.85014005605,3570.0,352562.0,352812.0,352517.0,352552.0
2018-01-02 15:40:00,352697.97672450275,2363.0,352621.0,352812.0,352621.0,352812.0
2018-01-02 15:45:00,352725.98538754764,3148.0,352721.0,352813.0,352628.0,352810.0
2018-01-02 15:50:00,352799.5080410773,5161.0,352748.0,352901.0,352748.0,352901.0
2018-01-02 15:55:00,352861.92291446676,3788.0,352943.0,352949.0,352785.0,352881.0
2018-01-02 16:00:00,352961.002219228,12617.0,352820.0,353305.0,352678.0,352678.0
2018-01-02 16:05:00,352664.83543940267,3482.0,352701.0,352780.0,352605.0,352714.0
2018-01-02 16:10:00,352745.2959860384,2865.0,352780.0,352780.0,352714.0,352748.0
2018-01-02 16:15:00,352871.70048615517,4731.0,352748.0,353000.0,352747.0,352981.0
2018-01-02 16:20:00,352979.2706127926,6707.0,353000.0,353228.0,352892.0,353227.0
2018-01-02 16:25:00,353559.03133433283,6670.0,353300.0,353788.0,353287.0,353768.0
2018-01-02 16:30:00,354000.2663497217,8624.0,353773.0,354497.0,353768.0,354345.0
2018-01-03 09:15:00,361749.8414921158,8498.0,361270.0,362001.0,360005.0,360575.0
2018-01-03 09:20:00,361342.0902414913,7081.0,361061.0,361968.0,361041.0,361112.0
2018-01-03 09:25:00,361195.20033987914,5296.0,361112.0,361757.0,361100.0,361494.0
2018-01-03 09:30:00,361397.8895828877,23375.0,361109.0,361900.0,360300.0,360762.0
2018-01-03 09:35:00,360559.49844618136,10619.0,360739.0,361385.0,360400.0,360490.0
2018-01-03 09:40:00,360897.5509711666,16578.0,360878.0,361488.0,360453.0,361195.0
2018-01-03 09:45:00,361800.99900799117,18145.0,361194.0,362834.0,360894.0,362003.0
2018-01-03 09:50:00,363008.3617383025,14704.0,362400.0,363649.0,362400.0,363486.0
2018-01-03 09:55:00,364343.0428219043,10135.0,363486.0,364900.0,363215.0,364741.0
2018-01-03 10:00:00,363255.24115436804,19162.0,364300.0,364300.0,362503.0,362614.0
2018-01-03 10:05:00,363104.52883934893,5652.0,362661.0,363469.0,362630.0,362735.0
2018-01-03 10:10:00,363042.8972727996,12577.0,363100.0,363300.0,362736.0,363278.0
2018-01-03 10:15:00,363671.51205609075,17543.0,363300.0,364500.0,363278.0,363885.0
2018-01-03 10:20:00,363610.8709768095,14230.0,363799.0,363897.0,363161.0,363385.0
2018-01-03 10:25:00,363122.24071146245,7590.0,363524.0,363524.0,362595.0,362595.0
2018-01-03 10:30:00,362927.9925047697,7338.0,362897.0,363200.0,362501.0,362501.0
2018-01-03 10:35:00,362291.6130338733,8148.0,362511.0,362999.0,361642.0,362004.0
2018-01-03 10:40:00,361821.8820674275,7623.0,361699.0,362081.0,361170.0,361500.0
2018-01-03 10:45:00,361449.20945945947,2220.0,361503.0,361996.0,361211.0,361996.0
2018-01-03 10:50:00,361465.60419630155,2812.0,361578.0,361745.0,360995.0,360997.0
